,Index,Time Serie,AUSTRALIA - AUSTRALIAN DOLLAR/US$,NEW ZEALAND - NEW ZELAND DOLLAR/US$
674,674,2002-08-02,1.8532,2.1552
675,675,2002-08-05,1.8896,2.1867
676,676,2002-08-06,1.8939,2.2198
677,677,2002-08-07,1.8646,2.1997
678,678,2002-08-08,1.8758,2.1978
679,679,2002-08-09,1.8678,2.1844
680,680,2002-08-12,1.8546,2.1603
681,681,2002-08-13,1.8584,2.1683
682,682,2002-08-14,1.8605,2.1636
683,683,2002-08-15,1.8372,2.1422
684,684,2002-08-16,1.8382,2.1427
685,685,2002-08-19,1.8443,2.1445
686,686,2002-08-20,1.8302,2.1322
687,687,2002-08-21,1.8369,2.151
688,688,2002-08-22,1.8525,2.1556
689,689,2002-08-23,1.8406,2.145
690,690,2002-08-26,1.8376,2.14
691,691,2002-08-27,1.807,2.1195
692,692,2002-08-28,1.8149,2.1322
693,693,2002-08-29,1.8126,2.1358
694,694,2002-08-30,1.8198,2.1372
696,696,2002-09-03,1.8298,2.1436
697,697,2002-09-04,1.8372,2.1482
698,698,2002-09-05,1.8454,2.1441
699,699,2002-09-06,1.8292,2.1268
700,700,2002-09-09,1.8292,2.1313
701,701,2002-09-10,1.8288,2.1277
702,702,2002-09-11,1.8262,2.1263
703,703,2002-09-12,1.8123,2.1097
704,704,2002-09-13,1.8169,2.1097
705,705,2002-09-16,1.8225,2.1231
706,706,2002-09-17,1.8268,2.1299
707,707,2002-09-18,1.8232,2.1259
708,708,2002-09-19,1.8149,2.1061
709,709,2002-09-20,1.8302,2.1245
710,710,2002-09-23,1.8359,2.129
711,711,2002-09-24,1.8365,2.124
712,712,2002-09-25,1.8365,2.1268
713,713,2002-09-26,1.8372,2.1263
714,714,2002-09-27,1.8382,2.1249
715,715,2002-09-30,1.8419999999999999,2.1286
716,716,2002-10-01,1.8443,2.1231
717,717,2002-10-02,1.8376,2.1084
718,718,2002-10-03,1.8298,2.0934
719,719,2002-10-04,1.8312,2.0903
720,720,2002-10-07,1.8192,2.0644
721,721,2002-10-08,1.8282,2.0747
722,722,2002-10-09,1.8232,2.0794
723,723,2002-10-10,1.8272,2.0855
724,724,2002-10-11,1.8232,2.0803
726,726,2002-10-15,1.8292,2.0855
727,727,2002-10-16,1.8225,2.0799
728,728,2002-10-17,1.8182,2.0781
729,729,2002-10-18,1.8188,2.0786
730,730,2002-10-21,1.8083,2.0674
731,731,2002-10-22,1.8093,2.0631
732,732,2002-10-23,1.8096,2.0657
733,733,2002-10-24,1.8018,2.0589
734,734,2002-10-25,1.8034,2.0542
735,735,2002-10-28,1.7905,2.0437
736,736,2002-10-29,1.7982,2.0606
737,737,2002-10-30,1.8090000000000002,2.0725
738,738,2002-10-31,1.8025,2.0593
739,739,2002-11-01,1.7873,2.0325
740,740,2002-11-04,1.7825,2.0137
741,741,2002-11-05,1.7809,2.0153
742,742,2002-11-06,1.7809,2.0198
743,743,2002-11-07,1.7668,2.0028
744,744,2002-11-08,1.7674,2.008
746,746,2002-11-12,1.7825,2.0222
747,747,2002-11-13,1.7864,2.0178
748,748,2002-11-14,1.7775,2.002
749,749,2002-11-15,1.7768,2.0008
750,750,2002-11-18,1.7746,2.0101
751,751,2002-11-19,1.7912,2.0153
752,752,2002-11-20,1.7873,2.0105
753,753,2002-11-21,1.7787,1.9881
754,754,2002-11-22,1.7737,1.99
755,755,2002-11-25,1.7889,2.0028
756,756,2002-11-26,1.7867,2.0202
757,757,2002-11-27,1.7976,2.0305
759,759,2002-11-29,1.7854,2.008
760,760,2002-12-02,1.7886,2.0101
761,761,2002-12-03,1.7892,2.0056
762,762,2002-12-04,1.7844,1.9972
763,763,2002-12-05,1.7813,1.9928
764,764,2002-12-06,1.7848,1.994
765,765,2002-12-09,1.7762,1.9857
766,766,2002-12-10,1.7873,1.9869
767,767,2002-12-11,1.7835,1.9912
768,768,2002-12-12,1.7696,1.9627
769,769,2002-12-13,1.7712,1.9469999999999998
770,770,2002-12-16,1.7668,1.9474
771,771,2002-12-17,1.7668,1.9327
772,772,2002-12-18,1.7699,1.9444
773,773,2002-12-19,1.7699,1.9361
774,774,2002-12-20,1.78,1.9417
775,775,2002-12-23,1.7816,1.9409999999999998
776,776,2002-12-24,1.7762,1.9354
778,778,2002-12-26,1.7771,1.9327
779,779,2002-12-27,1.7832,1.9298
780,780,2002-12-30,1.7743,1.9029
781,781,2002-12-31,1.7778,1.9088
783,783,2003-01-02,1.7765,1.915
784,784,2003-01-03,1.7683,1.9062
785,785,2003-01-06,1.7355,1.8758
786,786,2003-01-07,1.7382,1.8825
787,787,2003-01-08,1.7394,1.8864
788,788,2003-01-09,1.7346,1.8847
789,789,2003-01-10,1.7182,1.8659999999999999
790,790,2003-01-13,1.7144,1.858
791,791,2003-01-14,1.7147,1.858
792,792,2003-01-15,1.71,1.8587
793,793,2003-01-16,1.7036,1.8413
794,794,2003-01-17,1.6923,1.8146
796,796,2003-01-21,1.7044,1.8392
797,797,2003-01-22,1.7059,1.8392
798,798,2003-01-23,1.6926,1.8258
799,799,2003-01-24,1.6886,1.8175
800,800,2003-01-27,1.6961,1.8208
801,801,2003-01-28,1.6987,1.8275
802,802,2003-01-29,1.6926,1.8208
803,803,2003-01-30,1.703,1.8352
804,804,2003-01-31,1.7065,1.8382
805,805,2003-02-03,1.7114,1.8386
806,806,2003-02-04,1.6932,1.8232
807,807,2003-02-05,1.6943,1.8225
808,808,2003-02-06,1.692,1.8235
809,809,2003-02-07,1.6941,1.8258
810,810,2003-02-10,1.6966,1.8222
811,811,2003-02-11,1.6969,1.8218
812,812,2003-02-12,1.6949,1.8208
813,813,2003-02-13,1.6779,1.806
814,814,2003-02-14,1.6889,1.8126
816,816,2003-02-18,1.6915,1.8159
817,817,2003-02-19,1.6827,1.81
818,818,2003-02-20,1.6708,1.7931
819,819,2003-02-21,1.6745,1.7915
820,820,2003-02-24,1.651,1.7687
821,821,2003-02-25,1.6521,1.7677
822,822,2003-02-26,1.6461,1.7693
823,823,2003-02-27,1.6518,1.7794
824,824,2003-02-28,1.6461,1.7921
825,825,2003-03-03,1.6297,1.7825
826,826,2003-03-04,1.6295,1.7819
827,827,2003-03-05,1.6231,1.7705
828,828,2003-03-06,1.6281,1.7683
829,829,2003-03-07,1.6295,1.7819
830,830,2003-03-10,1.6242,1.7813
831,831,2003-03-11,1.6556,1.8073
832,832,2003-03-12,1.6781,1.8169
833,833,2003-03-13,1.6832,1.8292
834,834,2003-03-14,1.6762,1.8146
835,835,2003-03-17,1.6886,1.8228
836,836,2003-03-18,1.6872,1.8248
837,837,2003-03-19,1.6912,1.8165
838,838,2003-03-20,1.6849,1.8067
839,839,2003-03-21,1.6935,1.8242
840,840,2003-03-24,1.6815,1.8136
841,841,2003-03-25,1.6756,1.8142
842,842,2003-03-26,1.6745,1.8288
843,843,2003-03-27,1.6667,1.8198
844,844,2003-03-28,1.6658,1.8192
845,845,2003-03-31,1.6543,1.8057
846,846,2003-04-01,1.6543,1.8034
847,847,2003-04-02,1.6675,1.8192
848,848,2003-04-03,1.6678,1.8238
849,849,2003-04-04,1.6639,1.8464
850,850,2003-04-07,1.675,1.8605
851,851,2003-04-08,1.6656,1.8355
852,852,2003-04-09,1.6578,1.8328
853,853,2003-04-10,1.6499,1.8302
854,854,2003-04-11,1.6537,1.8349
855,855,2003-04-14,1.6581,1.8292
856,856,2003-04-15,1.6513,1.8136
857,857,2003-04-16,1.6353,1.7937
858,858,2003-04-17,1.6268,1.7957
859,859,2003-04-18,1.6276,1.7969
860,860,2003-04-21,1.6287,1.8002
861,861,2003-04-22,1.6098,1.7819
862,862,2003-04-23,1.62,1.7937
863,863,2003-04-24,1.6116,1.8008
864,864,2003-04-25,1.6255,1.8067
865,865,2003-04-28,1.615,1.7973
866,866,2003-04-29,1.6129,1.7963
867,867,2003-04-30,1.5969,1.7857
868,868,2003-05-01,1.5828,1.7806
869,869,2003-05-02,1.5878,1.7771
870,870,2003-05-05,1.5765,1.7652
871,871,2003-05-06,1.5667,1.7528
872,872,2003-05-07,1.5718,1.7683
873,873,2003-05-08,1.5567,1.7425
874,874,2003-05-09,1.5509,1.7349
875,875,2003-05-12,1.5427,1.7235
876,876,2003-05-13,1.5485,1.7391
877,877,2003-05-14,1.5446,1.7376
878,878,2003-05-15,1.5564,1.7464
879,879,2003-05-16,1.538,1.7316
880,880,2003-05-19,1.5244,1.7079
881,881,2003-05-20,1.5216,1.7065
882,882,2003-05-21,1.5237,1.7138
883,883,2003-05-22,1.5186,1.7156
884,884,2003-05-23,1.5209,1.7167
886,886,2003-05-27,1.5186,1.7141
887,887,2003-05-28,1.5434,1.7409
888,888,2003-05-29,1.5439,1.7367
889,889,2003-05-30,1.5354,1.7364
890,890,2003-06-02,1.5235,1.7235
891,891,2003-06-03,1.5154,1.7271
892,892,2003-06-04,1.5022,1.7232
893,893,2003-06-05,1.4984,1.7212
894,894,2003-06-06,1.5172,1.7325
895,895,2003-06-09,1.5191,1.7397
896,896,2003-06-10,1.5232,1.7425
897,897,2003-06-11,1.5056,1.7301
898,898,2003-06-12,1.5033,1.7271
899,899,2003-06-13,1.499,1.7232
900,900,2003-06-16,1.4979,1.7182
901,901,2003-06-17,1.4888,1.7091
902,902,2003-06-18,1.4861,1.7123
903,903,2003-06-19,1.4934,1.7167
904,904,2003-06-20,1.4981,1.7109
905,905,2003-06-23,1.5053,1.7082
906,906,2003-06-24,1.5101,1.7106
907,907,2003-06-25,1.4874,1.7004
908,908,2003-06-26,1.5035,1.7167
909,909,2003-06-27,1.5026,1.7167
910,910,2003-06-30,1.4896,1.7047
911,911,2003-07-01,1.4793,1.6815
912,912,2003-07-02,1.4686,1.6784
913,913,2003-07-03,1.4656,1.6784
915,915,2003-07-07,1.4693,1.6689
916,916,2003-07-08,1.5221,1.7059
917,917,2003-07-09,1.5279,1.7077
918,918,2003-07-10,1.5181,1.6958
919,919,2003-07-11,1.5135,1.6844
920,920,2003-07-14,1.5152,1.6941
921,921,2003-07-15,1.5342,1.715
922,922,2003-07-16,1.5232,1.7079
923,923,2003-07-17,1.5344,1.7182
924,924,2003-07-18,1.5494,1.7458
925,925,2003-07-21,1.5342,1.7409
926,926,2003-07-22,1.5373,1.7391
927,927,2003-07-23,1.5158,1.7209
928,928,2003-07-24,1.5042,1.7044
929,929,2003-07-25,1.5056,1.7001
930,930,2003-07-28,1.5063,1.703
931,931,2003-07-29,1.5031,1.6918
932,932,2003-07-30,1.5326,1.7141
933,933,2003-07-31,1.5446,1.7274
934,934,2003-08-01,1.5295,1.7074
935,935,2003-08-04,1.5451,1.7194
936,936,2003-08-05,1.5466,1.7221
937,937,2003-08-06,1.5468,1.7224
938,938,2003-08-07,1.5361,1.7197
939,939,2003-08-08,1.5302,1.7161
940,940,2003-08-11,1.5184,1.7009999999999998
941,941,2003-08-12,1.5225,1.7024
942,942,2003-08-13,1.5216,1.7007
943,943,2003-08-14,1.5239,1.7056
944,944,2003-08-15,1.5191,1.6955
945,945,2003-08-18,1.5239,1.7059
946,946,2003-08-19,1.5237,1.7091
947,947,2003-08-20,1.5168,1.6978
948,948,2003-08-21,1.5302,1.71
949,949,2003-08-22,1.537,1.71
950,950,2003-08-25,1.5354,1.7153
951,951,2003-08-26,1.5492,1.7322
952,952,2003-08-27,1.561,1.7498
953,953,2003-08-28,1.5649,1.7559
954,954,2003-08-29,1.5408,1.7286
956,956,2003-09-02,1.5619999999999998,1.7630000000000001
957,957,2003-09-03,1.5613,1.7562
958,958,2003-09-04,1.5637,1.7572
959,959,2003-09-05,1.5461,1.7413
960,960,2003-09-08,1.538,1.7295
961,961,2003-09-09,1.5198,1.7126
962,962,2003-09-10,1.5209,1.7194
963,963,2003-09-11,1.5163,1.7153
964,964,2003-09-12,1.5065,1.7144
965,965,2003-09-15,1.5004,1.7059
966,966,2003-09-16,1.511,1.7123
967,967,2003-09-17,1.5056,1.7203
968,968,2003-09-18,1.5017,1.7141
969,969,2003-09-19,1.4865,1.6952
970,970,2003-09-22,1.4684,1.6742
971,971,2003-09-23,1.473,1.681
972,972,2003-09-24,1.4741,1.6807
973,973,2003-09-25,1.4715,1.6835
974,974,2003-09-26,1.4826,1.7009999999999998
975,975,2003-09-29,1.4826,1.692
976,976,2003-09-30,1.4712,1.6807
977,977,2003-10-01,1.4641,1.672
978,978,2003-10-02,1.4607,1.6689
979,979,2003-10-03,1.4676,1.6849
980,980,2003-10-06,1.4603,1.6832
981,981,2003-10-07,1.4476,1.6722
982,982,2003-10-08,1.4486,1.6742
983,983,2003-10-09,1.4535,1.6708
984,984,2003-10-10,1.4459,1.6686
986,986,2003-10-14,1.4516,1.6787
987,987,2003-10-15,1.4497,1.6818
988,988,2003-10-16,1.4468,1.6815
989,989,2003-10-17,1.4455,1.6787
990,990,2003-10-20,1.442,1.6753
991,991,2003-10-21,1.4294,1.6603
992,992,2003-10-22,1.415,1.6474
993,993,2003-10-23,1.4288,1.6412
994,994,2003-10-24,1.4267,1.6388
995,995,2003-10-27,1.4209,1.6402
996,996,2003-10-28,1.4182,1.6340000000000001
997,997,2003-10-29,1.419,1.6329
998,998,2003-10-30,1.4134,1.6308
999,999,2003-10-31,1.413,1.6345
1000,1000,2003-11-03,1.4314,1.642
1001,1001,2003-11-04,1.4251,1.6361
1002,1002,2003-11-05,1.4085,1.6181
1003,1003,2003-11-06,1.4134,1.6297
1004,1004,2003-11-07,1.41,1.6231
1005,1005,2003-11-10,1.3953,1.6088
1007,1007,2003-11-12,1.3928,1.5962
1008,1008,2003-11-13,1.3897,1.5881
1009,1009,2003-11-14,1.393,1.5881
1010,1010,2003-11-17,1.4075,1.5982
1011,1011,2003-11-18,1.3866,1.5775
1012,1012,2003-11-19,1.3833,1.5662
1013,1013,2003-11-20,1.3816,1.5564
1014,1014,2003-11-21,1.3837,1.561
1015,1015,2003-11-24,1.3935,1.5676
1016,1016,2003-11-25,1.3916,1.5696
1017,1017,2003-11-26,1.3818,1.5581
1019,1019,2003-11-28,1.382,1.5637
1020,1020,2003-12-01,1.3765,1.5533
1021,1021,2003-12-02,1.3665,1.5466
1022,1022,2003-12-03,1.3591,1.5418
1023,1023,2003-12-04,1.3631,1.5499
1024,1024,2003-12-05,1.3591,1.5509
1025,1025,2003-12-08,1.351,1.5449
1026,1026,2003-12-09,1.3517,1.5473
1027,1027,2003-12-10,1.3517,1.5419999999999998
1028,1028,2003-12-11,1.3596,1.5516
1029,1029,2003-12-12,1.3468,1.5427
1030,1030,2003-12-15,1.3461,1.5418
1031,1031,2003-12-16,1.3448,1.537
1032,1032,2003-12-17,1.3499,1.5430000000000001
1033,1033,2003-12-18,1.3561,1.5504
1034,1034,2003-12-19,1.3578,1.5528
1035,1035,2003-12-22,1.3624,1.5564
1036,1036,2003-12-23,1.3585,1.5601
1037,1037,2003-12-24,1.3459,1.5444
1039,1039,2003-12-26,1.3486,1.5430000000000001
1040,1040,2003-12-29,1.3473,1.5415
1041,1041,2003-12-30,1.3365,1.5302
1042,1042,2003-12-31,1.3298,1.5251
1044,1044,2004-01-02,1.32,1.5179
1045,1045,2004-01-05,1.3017,1.4888
1046,1046,2004-01-06,1.2984,1.4888
1047,1047,2004-01-07,1.3012,1.4888
1048,1048,2004-01-08,1.2895,1.4791
1049,1049,2004-01-09,1.2858,1.4661
1050,1050,2004-01-12,1.284,1.4616
1051,1051,2004-01-13,1.2867,1.4652
1052,1052,2004-01-14,1.2855,1.4641
1053,1053,2004-01-15,1.2984,1.4859
1054,1054,2004-01-16,1.305,1.5006
1056,1056,2004-01-20,1.3002,1.4986
1057,1057,2004-01-21,1.2932,1.4908
1058,1058,2004-01-22,1.2835,1.4773
1059,1059,2004-01-23,1.2963,1.4877
1060,1060,2004-01-26,1.2937,1.4865
1061,1061,2004-01-27,1.2812,1.4717
1062,1062,2004-01-28,1.284,1.4738
1063,1063,2004-01-29,1.3184,1.4986
1064,1064,2004-01-30,1.3115,1.4914
1065,1065,2004-02-02,1.3217,1.4874
1066,1066,2004-02-03,1.307,1.4695
1067,1067,2004-02-04,1.3116,1.4611
1068,1068,2004-02-05,1.3063,1.4531
1069,1069,2004-02-06,1.3023,1.4486
1070,1070,2004-02-09,1.2887,1.4378
1071,1071,2004-02-10,1.2798,1.43
1072,1072,2004-02-11,1.2723,1.4298
1073,1073,2004-02-12,1.2679,1.4292
1074,1074,2004-02-13,1.2698,1.4284
1076,1076,2004-02-17,1.2533,1.413
1077,1077,2004-02-18,1.261,1.4194
1078,1078,2004-02-19,1.2639,1.4269
1079,1079,2004-02-20,1.2919999999999998,1.4618
1080,1080,2004-02-23,1.2915,1.4639
1081,1081,2004-02-24,1.2807,1.4480000000000002
1082,1082,2004-02-25,1.295,1.4541
1083,1083,2004-02-26,1.2982,1.4548
1084,1084,2004-02-27,1.2958,1.4594
1085,1085,2004-03-01,1.2945,1.4509999999999998
1086,1086,2004-03-02,1.3141,1.4686
1087,1087,2004-03-03,1.347,1.5072
1088,1088,2004-03-04,1.3282,1.4934
1089,1089,2004-03-05,1.318,1.4832
1090,1090,2004-03-08,1.324,1.483
1091,1091,2004-03-09,1.3098,1.4643
1092,1092,2004-03-10,1.3358,1.5026
1093,1093,2004-03-11,1.3585,1.5497
1094,1094,2004-03-12,1.3652,1.5535
1095,1095,2004-03-15,1.3607,1.554
1096,1096,2004-03-16,1.3493,1.5392
1097,1097,2004-03-17,1.3528,1.5432
1098,1098,2004-03-18,1.3294,1.5202
1099,1099,2004-03-19,1.3378,1.5251
1100,1100,2004-03-22,1.3249,1.5063
1101,1101,2004-03-23,1.3287,1.5124
1102,1102,2004-03-24,1.3355,1.5251
1103,1103,2004-03-25,1.3501,1.5444
1104,1104,2004-03-26,1.3463,1.5427
1105,1105,2004-03-29,1.3362,1.5316
1106,1106,2004-03-30,1.3278,1.5225
1107,1107,2004-03-31,1.3123,1.5038
1108,1108,2004-04-01,1.3036,1.4975
1109,1109,2004-04-02,1.3186,1.5191
1110,1110,2004-04-05,1.3278,1.5392
1111,1111,2004-04-06,1.3132,1.5284
1112,1112,2004-04-07,1.3031,1.5135
1113,1113,2004-04-08,1.3141,1.5198
1114,1114,2004-04-09,1.3118,1.5158
1115,1115,2004-04-12,1.3026,1.5092
1116,1116,2004-04-13,1.325,1.5298
1117,1117,2004-04-14,1.3626,1.5773
1118,1118,2004-04-15,1.3552,1.5716
1119,1119,2004-04-16,1.3412,1.5608
1120,1120,2004-04-19,1.3417,1.5542
1121,1121,2004-04-20,1.3567,1.5785
1122,1122,2004-04-21,1.3665,1.6038
1123,1123,2004-04-22,1.3693,1.6
1124,1124,2004-04-23,1.3723,1.5995
1125,1125,2004-04-26,1.3633,1.5883
1126,1126,2004-04-27,1.3633,1.5868
1127,1127,2004-04-28,1.3827,1.608
1128,1128,2004-04-29,1.3893,1.6088
1129,1129,2004-04-30,1.3869999999999998,1.6021
1130,1130,2004-05-03,1.3893,1.5977
1131,1131,2004-05-04,1.3729,1.5803
1132,1132,2004-05-05,1.3630000000000002,1.5733
1133,1133,2004-05-06,1.3816,1.5835
1134,1134,2004-05-07,1.4223,1.6213
1135,1135,2004-05-10,1.4472,1.6578
1136,1136,2004-05-11,1.4382,1.6548
1137,1137,2004-05-12,1.4364,1.6372
1138,1138,2004-05-13,1.4531,1.6611
1139,1139,2004-05-14,1.4503,1.6556
1140,1140,2004-05-17,1.452,1.6556
1141,1141,2004-05-18,1.4565,1.6681
1142,1142,2004-05-19,1.4331,1.6447
1143,1143,2004-05-20,1.443,1.6562
1144,1144,2004-05-21,1.4269,1.6361
1145,1145,2004-05-24,1.4323,1.642
1146,1146,2004-05-25,1.4164,1.6213
1147,1147,2004-05-26,1.4166,1.6163
1148,1148,2004-05-27,1.393,1.5743
1149,1149,2004-05-28,1.401,1.5911
1151,1151,2004-06-01,1.415,1.5903
1152,1152,2004-06-02,1.4347,1.6051
1153,1153,2004-06-03,1.4601,1.6236
1154,1154,2004-06-04,1.4447,1.6147
1155,1155,2004-06-07,1.4198,1.5878
1156,1156,2004-06-08,1.4265,1.5946
1157,1157,2004-06-09,1.4451,1.6119
1158,1158,2004-06-10,1.432,1.5759999999999998
1159,1159,2004-06-11,1.4468,1.5898
1160,1160,2004-06-14,1.4529,1.5987
1161,1161,2004-06-15,1.4368,1.5785
1162,1162,2004-06-16,1.4556,1.5888
1163,1163,2004-06-17,1.462,1.6021
1164,1164,2004-06-18,1.4482,1.5944
1165,1165,2004-06-21,1.4482,1.5936
1166,1166,2004-06-22,1.4588,1.5954
1167,1167,2004-06-23,1.4567,1.5977
1168,1168,2004-06-24,1.4294,1.578
1169,1169,2004-06-25,1.4306,1.5711
1170,1170,2004-06-28,1.429,1.5596
1171,1171,2004-06-29,1.4476,1.581
1172,1172,2004-06-30,1.4384,1.5818
1173,1173,2004-07-01,1.4213,1.5625
1174,1174,2004-07-02,1.4035,1.5461
1176,1176,2004-07-06,1.399,1.538
1177,1177,2004-07-07,1.3827,1.5230000000000001
1178,1178,2004-07-08,1.3848,1.5221
1179,1179,2004-07-09,1.3839,1.5198
1180,1180,2004-07-12,1.3736,1.5124
1181,1181,2004-07-13,1.3858,1.5251
1182,1182,2004-07-14,1.3841,1.5333
1183,1183,2004-07-15,1.3822,1.537
1184,1184,2004-07-16,1.368,1.5195
1185,1185,2004-07-19,1.3635,1.5172
1186,1186,2004-07-20,1.3674,1.5218
1187,1187,2004-07-21,1.4023,1.5681
1188,1188,2004-07-22,1.3982,1.5557
1189,1189,2004-07-23,1.4081,1.5723
1190,1190,2004-07-26,1.4104,1.5694
1191,1191,2004-07-27,1.4273,1.5936
1192,1192,2004-07-28,1.4327,1.5931
1193,1193,2004-07-29,1.4298,1.578
1194,1194,2004-07-30,1.4215,1.5723
1195,1195,2004-08-02,1.4201,1.561
1196,1196,2004-08-03,1.4192,1.5504
1197,1197,2004-08-04,1.4211,1.5501
1198,1198,2004-08-05,1.4209,1.5509
1199,1199,2004-08-06,1.399,1.5295
1200,1200,2004-08-09,1.3943,1.5284
1201,1201,2004-08-10,1.3976,1.5267
1202,1202,2004-08-11,1.4021,1.5291
1203,1203,2004-08-12,1.4031,1.5209
1204,1204,2004-08-13,1.3966,1.5035
1205,1205,2004-08-16,1.3949,1.5056
1206,1206,2004-08-17,1.399,1.5042
1207,1207,2004-08-18,1.3996,1.5063
1208,1208,2004-08-19,1.3803,1.4894
1209,1209,2004-08-20,1.3816,1.4859
1210,1210,2004-08-23,1.392,1.4981
1211,1211,2004-08-24,1.4156,1.5328
1212,1212,2004-08-25,1.4162,1.5354
1213,1213,2004-08-26,1.4265,1.5411
1214,1214,2004-08-27,1.4205,1.5279
1215,1215,2004-08-30,1.4284,1.5361
1216,1216,2004-08-31,1.4142,1.5235
1217,1217,2004-09-01,1.4207,1.5225
1218,1218,2004-09-02,1.4384,1.5432
1219,1219,2004-09-03,1.4493,1.5492
1221,1221,2004-09-07,1.4424,1.5466
1222,1222,2004-09-08,1.4347,1.5389
1223,1223,2004-09-09,1.4535,1.5363
1224,1224,2004-09-10,1.4351,1.5223
1225,1225,2004-09-13,1.4369999999999998,1.5253
1226,1226,2004-09-14,1.4225,1.5088
1227,1227,2004-09-15,1.4399,1.5221
1228,1228,2004-09-16,1.431,1.5158
1229,1229,2004-09-17,1.4345,1.5163
1230,1230,2004-09-20,1.4273,1.5133
1231,1231,2004-09-21,1.4263,1.5122
1232,1232,2004-09-22,1.4134,1.5094
1233,1233,2004-09-23,1.4008,1.4975
1234,1234,2004-09-24,1.4008,1.4972
1235,1235,2004-09-27,1.4019,1.5004
1236,1236,2004-09-28,1.3966,1.499
1237,1237,2004-09-29,1.399,1.4943
1238,1238,2004-09-30,1.3805,1.4804
1239,1239,2004-10-01,1.3827,1.4852
1240,1240,2004-10-04,1.3875,1.4937
1241,1241,2004-10-05,1.3827,1.4854
1242,1242,2004-10-06,1.382,1.4804
1243,1243,2004-10-07,1.3761,1.4804
1244,1244,2004-10-08,1.3602,1.4635
1246,1246,2004-10-12,1.3689,1.4728
1247,1247,2004-10-13,1.3822,1.483
1248,1248,2004-10-14,1.3671,1.4663
1249,1249,2004-10-15,1.3667,1.455
1250,1250,2004-10-18,1.3761,1.4571
1251,1251,2004-10-19,1.3727,1.4545
1252,1252,2004-10-20,1.3574,1.444
1253,1253,2004-10-21,1.3532,1.4395
1254,1254,2004-10-22,1.3521,1.4401
1255,1255,2004-10-25,1.3376,1.4251
1256,1256,2004-10-26,1.3405,1.4335
1257,1257,2004-10-27,1.3405,1.4378
1258,1258,2004-10-28,1.3373,1.4588
1259,1259,2004-10-29,1.339,1.4633
1260,1260,2004-11-01,1.3405,1.4624
1261,1261,2004-11-02,1.3428,1.4605
1262,1262,2004-11-03,1.3264,1.4545
1263,1263,2004-11-04,1.3184,1.4447
1264,1264,2004-11-05,1.3123,1.4393
1265,1265,2004-11-08,1.3196,1.4438
1266,1266,2004-11-09,1.3127,1.4405
1267,1267,2004-11-10,1.3172,1.4609
1269,1269,2004-11-12,1.3012,1.4438
1270,1270,2004-11-15,1.2955,1.4314
1271,1271,2004-11-16,1.294,1.4263
1272,1272,2004-11-17,1.2767,1.4112
1273,1273,2004-11-18,1.2844,1.4112
1274,1274,2004-11-19,1.2736,1.4049
1275,1275,2004-11-22,1.2757,1.4088
1276,1276,2004-11-23,1.2723,1.4025
1277,1277,2004-11-24,1.2718,1.4083
1279,1279,2004-11-26,1.2653,1.391
1280,1280,2004-11-29,1.2736,1.3957
1281,1281,2004-11-30,1.2948,1.4
1282,1282,2004-12-01,1.2897,1.3949
1283,1283,2004-12-02,1.2872,1.3928
1284,1284,2004-12-03,1.2857,1.3918
1285,1285,2004-12-06,1.2907,1.3883
1286,1286,2004-12-07,1.2897,1.3875
1287,1287,2004-12-08,1.3254,1.4176
1288,1288,2004-12-09,1.3277,1.4124
1289,1289,2004-12-10,1.3342,1.4215
1290,1290,2004-12-13,1.3172,1.4079
1291,1291,2004-12-14,1.3217,1.41
1292,1292,2004-12-15,1.3068,1.3906
1293,1293,2004-12-16,1.3222,1.4069
1294,1294,2004-12-17,1.3146,1.4008
1295,1295,2004-12-20,1.3082,1.3943
1296,1296,2004-12-21,1.3055,1.4063
1297,1297,2004-12-22,1.3062,1.4031
1298,1298,2004-12-23,1.3065,1.4021
1299,1299,2004-12-24,1.3006,1.3937
1300,1300,2004-12-27,1.2858,1.3854
1301,1301,2004-12-28,1.2842,1.3822
1302,1302,2004-12-29,1.2972,1.4035
1303,1303,2004-12-30,1.2845,1.3926
1304,1304,2004-12-31,1.2812,1.3883
1305,1305,2005-01-03,1.2837,1.399
1306,1306,2005-01-04,1.3041,1.4146
1307,1307,2005-01-05,1.3024,1.4225
1308,1308,2005-01-06,1.3137,1.4329
1309,1309,2005-01-07,1.3193,1.4378
1310,1310,2005-01-10,1.3165,1.4391
1311,1311,2005-01-11,1.3086,1.4282
1312,1312,2005-01-12,1.3021,1.4144
1313,1313,2005-01-13,1.3038,1.4154
1314,1314,2005-01-14,1.3182,1.4325
1316,1316,2005-01-18,1.3196,1.4327
1317,1317,2005-01-19,1.3148,1.4225
1318,1318,2005-01-20,1.3137,1.4172
1319,1319,2005-01-21,1.2967,1.3994
1320,1320,2005-01-24,1.3004,1.399
1321,1321,2005-01-25,1.3072,1.4104
1322,1322,2005-01-26,1.2902,1.3902
1323,1323,2005-01-27,1.2893,1.3974
1324,1324,2005-01-28,1.2902,1.4021
1325,1325,2005-01-31,1.2888,1.4061
1326,1326,2005-02-01,1.2948,1.4057
1327,1327,2005-02-02,1.2925,1.4055
1328,1328,2005-02-03,1.2982,1.4069
1329,1329,2005-02-04,1.2945,1.4033
1330,1330,2005-02-07,1.2965,1.4196
1331,1331,2005-02-08,1.304,1.4271
