,Index,Time Serie,AUSTRALIA - AUSTRALIAN DOLLAR/US$,NEW ZEALAND - NEW ZELAND DOLLAR/US$
1956,1956,2007-07-03,1.1705,1.2798
1958,1958,2007-07-05,1.1681,1.2773
1959,1959,2007-07-06,1.167,1.2783
1960,1960,2007-07-09,1.1621,1.2806
1961,1961,2007-07-10,1.1598,1.2830000000000001
1962,1962,2007-07-11,1.1609,1.2832
1963,1963,2007-07-12,1.1577,1.2789
1964,1964,2007-07-13,1.151,1.2724
1965,1965,2007-07-16,1.1465,1.2623
1966,1966,2007-07-17,1.1452,1.2642
1967,1967,2007-07-18,1.1392,1.2594
1968,1968,2007-07-19,1.1369,1.2621
1969,1969,2007-07-20,1.1369,1.2555
1970,1970,2007-07-23,1.1319,1.2441
1971,1971,2007-07-24,1.1311,1.2362
1972,1972,2007-07-25,1.1328,1.245
1973,1973,2007-07-26,1.139,1.2642
1974,1974,2007-07-27,1.1682,1.3067
1975,1975,2007-07-30,1.1752,1.3115
1976,1976,2007-07-31,1.1636,1.2962
1977,1977,2007-08-01,1.1714,1.3116
1978,1978,2007-08-02,1.1635,1.2992
1979,1979,2007-08-03,1.1665,1.3084
1980,1980,2007-08-06,1.1666,1.3116
1981,1981,2007-08-07,1.1705,1.3139
1982,1982,2007-08-08,1.1604,1.3016
1983,1983,2007-08-09,1.1707,1.3196
1984,1984,2007-08-10,1.1827,1.3401
1985,1985,2007-08-13,1.1862,1.351
1986,1986,2007-08-14,1.1927,1.3689
1987,1987,2007-08-15,1.2132,1.3968
1988,1988,2007-08-16,1.2723,1.4756
1989,1989,2007-08-17,1.2679,1.4514
1990,1990,2007-08-20,1.2492,1.4372
1991,1991,2007-08-21,1.25,1.4364
1992,1992,2007-08-22,1.2433,1.4273
1993,1993,2007-08-23,1.2294,1.411
1994,1994,2007-08-24,1.2133,1.3922
1995,1995,2007-08-27,1.2066,1.3924
1996,1996,2007-08-28,1.2185,1.4221
1997,1997,2007-08-29,1.2209999999999999,1.4231
1998,1998,2007-08-30,1.222,1.4196
1999,1999,2007-08-31,1.2259,1.4235
2001,2001,2007-09-04,1.2129,1.4312
2002,2002,2007-09-05,1.2129,1.4493
2003,2003,2007-09-06,1.2085,1.4457
2004,2004,2007-09-07,1.2108,1.4516
2005,2005,2007-09-10,1.2139,1.4413
2006,2006,2007-09-11,1.2034,1.4253
2007,2007,2007-09-12,1.1903,1.4006
2008,2008,2007-09-13,1.1912,1.3945
2009,2009,2007-09-14,1.1884,1.4035
2010,2010,2007-09-17,1.2008,1.4196
2011,2011,2007-09-18,1.1957,1.4086
2012,2012,2007-09-19,1.1689,1.3646
2013,2013,2007-09-20,1.1573,1.3464
2014,2014,2007-09-21,1.1561,1.3486
2015,2015,2007-09-24,1.1535,1.3423
2016,2016,2007-09-25,1.1506,1.3528
2017,2017,2007-09-26,1.143,1.3432
2018,2018,2007-09-27,1.1395,1.3371
2019,2019,2007-09-28,1.1293,1.3214
2020,2020,2007-10-01,1.1197,1.3051
2021,2021,2007-10-02,1.1305,1.3144
2022,2022,2007-10-03,1.1259,1.3154
2023,2023,2007-10-04,1.1257,1.324
2024,2024,2007-10-05,1.1114,1.3111
2026,2026,2007-10-09,1.1142,1.3119999999999998
2027,2027,2007-10-10,1.1121,1.3092
2028,2028,2007-10-11,1.1058,1.2923
2029,2029,2007-10-12,1.1059999999999999,1.2895
2030,2030,2007-10-15,1.1096,1.3067
2031,2031,2007-10-16,1.1287,1.3416
2032,2032,2007-10-17,1.1183,1.3266
2033,2033,2007-10-18,1.1177,1.3284
2034,2034,2007-10-19,1.1192,1.33
2035,2035,2007-10-22,1.1383,1.3493
2036,2036,2007-10-23,1.1182,1.3287
2037,2037,2007-10-24,1.1115,1.331
2038,2038,2007-10-25,1.1039,1.3144
2039,2039,2007-10-26,1.0913,1.3074
2040,2040,2007-10-29,1.0857,1.3016
2041,2041,2007-10-30,1.0887,1.3051
2042,2042,2007-10-31,1.0786,1.2999
2043,2043,2007-11-01,1.0886,1.3113
2044,2044,2007-11-02,1.0893,1.3137
2045,2045,2007-11-05,1.0874,1.304
2046,2046,2007-11-06,1.0807,1.2885
2047,2047,2007-11-07,1.0673,1.2757
2048,2048,2007-11-08,1.0792,1.2882
2049,2049,2007-11-09,1.0935,1.3038
2051,2051,2007-11-13,1.1245,1.3256
2052,2052,2007-11-14,1.1109,1.3079
2053,2053,2007-11-15,1.121,1.3187
2054,2054,2007-11-16,1.1225,1.3229
2055,2055,2007-11-19,1.1319,1.325
2056,2056,2007-11-20,1.1269,1.3118
2057,2057,2007-11-21,1.1497,1.3321
2059,2059,2007-11-23,1.1436,1.3231
2060,2060,2007-11-26,1.1392,1.3231
2061,2061,2007-11-27,1.1436,1.3196
2062,2062,2007-11-28,1.1342,1.2984
2063,2063,2007-11-29,1.1325,1.295
2064,2064,2007-11-30,1.1302,1.3036
2065,2065,2007-12-03,1.1328,1.3043
2066,2066,2007-12-04,1.146,1.3111
2067,2067,2007-12-05,1.1482,1.3012
2068,2068,2007-12-06,1.1453,1.2933
2069,2069,2007-12-07,1.1355,1.2829
2070,2070,2007-12-10,1.1326,1.2834
2071,2071,2007-12-11,1.1278,1.2775
2072,2072,2007-12-12,1.1291,1.2663
2073,2073,2007-12-13,1.1435,1.2789
2074,2074,2007-12-14,1.1601,1.3029
2075,2075,2007-12-17,1.1669,1.327
2076,2076,2007-12-18,1.1686,1.331
2077,2077,2007-12-19,1.1673,1.3233
2078,2078,2007-12-20,1.1659,1.3228
2079,2079,2007-12-21,1.1551,1.3079
2080,2080,2007-12-24,1.1488,1.3033
2082,2082,2007-12-26,1.145,1.3017
2083,2083,2007-12-27,1.1399,1.2990000000000002
2084,2084,2007-12-28,1.1442,1.2937
2085,2085,2007-12-31,1.1395,1.3024
2087,2087,2008-01-02,1.1348,1.2933
2088,2088,2008-01-03,1.1339,1.29
2089,2089,2008-01-04,1.1413,1.2967
2090,2090,2008-01-07,1.1478,1.3046
2091,2091,2008-01-08,1.1348,1.2957
2092,2092,2008-01-09,1.1362,1.2965
2093,2093,2008-01-10,1.1247,1.2791
2094,2094,2008-01-11,1.1202,1.2742
2095,2095,2008-01-14,1.1135,1.2658
2096,2096,2008-01-15,1.1268,1.2802
2097,2097,2008-01-16,1.139,1.2989
2098,2098,2008-01-17,1.1329,1.2997
2099,2099,2008-01-18,1.1417,1.32
2101,2101,2008-01-22,1.1515,1.3089
2102,2102,2008-01-23,1.1555,1.3186
2103,2103,2008-01-24,1.1377,1.2928
2104,2104,2008-01-25,1.1342,1.2975
2105,2105,2008-01-28,1.1321,1.2907
2106,2106,2008-01-29,1.1242,1.2849
2107,2107,2008-01-30,1.1245,1.2798
2108,2108,2008-01-31,1.1151,1.2684
2109,2109,2008-02-01,1.1068,1.2582
2110,2110,2008-02-04,1.1,1.258
2111,2111,2008-02-05,1.1115,1.2736
2112,2112,2008-02-06,1.1132,1.2734
2113,2113,2008-02-07,1.1183,1.2658
2114,2114,2008-02-08,1.1179,1.2689
2115,2115,2008-02-11,1.1078,1.2687
2116,2116,2008-02-12,1.104,1.2588
2117,2117,2008-02-13,1.1193,1.2776
2118,2118,2008-02-14,1.1069,1.2666
2119,2119,2008-02-15,1.1027,1.2676
2121,2121,2008-02-19,1.0866,1.2509
2122,2122,2008-02-20,1.0931,1.2587
2123,2123,2008-02-21,1.0862,1.2488
2124,2124,2008-02-22,1.0864,1.2407
2125,2125,2008-02-25,1.0832,1.2373
2126,2126,2008-02-26,1.0762,1.2303
2127,2127,2008-02-27,1.0619,1.2232
2128,2128,2008-02-28,1.0567,1.2276
2129,2129,2008-02-29,1.0672,1.2458
2130,2130,2008-03-03,1.0628,1.2392
2131,2131,2008-03-04,1.0838,1.2542
2132,2132,2008-03-05,1.0731,1.2495
2133,2133,2008-03-06,1.0733,1.2494
2134,2134,2008-03-07,1.0772,1.2590000000000001
2135,2135,2008-03-10,1.0897,1.2644
2136,2136,2008-03-11,1.0812,1.2508
2137,2137,2008-03-12,1.0727,1.2402
2138,2138,2008-03-13,1.0626,1.2294
2139,2139,2008-03-14,1.0671,1.2271
2140,2140,2008-03-17,1.0889,1.2516
2141,2141,2008-03-18,1.0786,1.2355
2142,2142,2008-03-19,1.0853,1.2447
2143,2143,2008-03-20,1.1163,1.2689
2144,2144,2008-03-21,1.1091,1.2626
2145,2145,2008-03-24,1.1035,1.255
2146,2146,2008-03-25,1.0946,1.2444
2147,2147,2008-03-26,1.0874,1.2455
2148,2148,2008-03-27,1.0867,1.2436
2149,2149,2008-03-28,1.0884,1.2528
2150,2150,2008-03-31,1.0951,1.2723
2151,2151,2008-04-01,1.1029,1.2798
2152,2152,2008-04-02,1.0948,1.265
2153,2153,2008-04-03,1.0927,1.2718
2154,2154,2008-04-04,1.0853,1.2684
2155,2155,2008-04-07,1.0783,1.255
2156,2156,2008-04-08,1.0778,1.2552
2157,2157,2008-04-09,1.0772,1.256
2158,2158,2008-04-10,1.0725,1.2523
2159,2159,2008-04-11,1.0764,1.2591
2160,2160,2008-04-14,1.0835,1.2697
2161,2161,2008-04-15,1.0817,1.2752
2162,2162,2008-04-16,1.0643,1.2641
2163,2163,2008-04-17,1.0672,1.2687
2164,2164,2008-04-18,1.0759999999999998,1.2706
2165,2165,2008-04-21,1.0618,1.2601
2166,2166,2008-04-22,1.0573,1.2533
2167,2167,2008-04-23,1.054,1.2517
2168,2168,2008-04-24,1.0644,1.2674
2169,2169,2008-04-25,1.0718,1.2778
2170,2170,2008-04-28,1.0644,1.2708
2171,2171,2008-04-29,1.0699,1.2885
2172,2172,2008-04-30,1.0617,1.2804
2173,2173,2008-05-01,1.0709,1.2868
2174,2174,2008-05-02,1.0677,1.278
2175,2175,2008-05-05,1.0578,1.2728
2176,2176,2008-05-06,1.0547,1.2634
2177,2177,2008-05-07,1.0609,1.278
2178,2178,2008-05-08,1.0604,1.2933
2179,2179,2008-05-09,1.0619,1.3041
2180,2180,2008-05-12,1.0563,1.2972
2181,2181,2008-05-13,1.0616,1.3023
2182,2182,2008-05-14,1.0697,1.3115
2183,2183,2008-05-15,1.0621,1.3163
2184,2184,2008-05-16,1.0482,1.2923
2185,2185,2008-05-19,1.0491,1.2937
2186,2186,2008-05-20,1.0418,1.2888
2187,2187,2008-05-21,1.0369,1.2812
2188,2188,2008-05-22,1.0469,1.2744
2189,2189,2008-05-23,1.0408,1.2697
2191,2191,2008-05-27,1.043,1.2661
2192,2192,2008-05-28,1.0399,1.2755
2193,2193,2008-05-29,1.0477,1.2847
2194,2194,2008-05-30,1.047,1.2758
2195,2195,2008-06-02,1.0473,1.2739
2196,2196,2008-06-03,1.0477,1.276
2197,2197,2008-06-04,1.0411,1.2781
2198,2198,2008-06-05,1.0453,1.3067
2199,2199,2008-06-06,1.0413,1.3043
2200,2200,2008-06-09,1.0501,1.3119999999999998
2201,2201,2008-06-10,1.0584,1.3319
2202,2202,2008-06-11,1.0541,1.3221
2203,2203,2008-06-12,1.0704,1.3330000000000002
2204,2204,2008-06-13,1.065,1.3326
2205,2205,2008-06-16,1.0634,1.3284
2206,2206,2008-06-17,1.0607,1.3261
2207,2207,2008-06-18,1.0592,1.3224
2208,2208,2008-06-19,1.0527,1.3125
2209,2209,2008-06-20,1.0482,1.311
2210,2210,2008-06-23,1.0519,1.3221
2211,2211,2008-06-24,1.0446,1.3168
2212,2212,2008-06-25,1.0482,1.3222
2213,2213,2008-06-26,1.0446,1.3212
2214,2214,2008-06-27,1.0406,1.3119999999999998
2215,2215,2008-06-30,1.0458,1.3142
2216,2216,2008-07-01,1.0488,1.3215
2217,2217,2008-07-02,1.038,1.3129
2218,2218,2008-07-03,1.0412,1.3221
2220,2220,2008-07-07,1.0492,1.3298
2221,2221,2008-07-08,1.0490000000000002,1.3307
2222,2222,2008-07-09,1.0433,1.3137
2223,2223,2008-07-10,1.0394,1.3196
2224,2224,2008-07-11,1.0337,1.3139
2225,2225,2008-07-14,1.0287,1.3094
2226,2226,2008-07-15,1.0207,1.2952
2227,2227,2008-07-16,1.0245,1.2955
2228,2228,2008-07-17,1.0256,1.3055
2229,2229,2008-07-18,1.028,1.3113
2230,2230,2008-07-21,1.0257,1.3161
2231,2231,2008-07-22,1.0293,1.3149
2232,2232,2008-07-23,1.0378,1.3303
2233,2233,2008-07-24,1.0449,1.3483
2234,2234,2008-07-25,1.0458,1.3479
2235,2235,2008-07-28,1.0448,1.3421
2236,2236,2008-07-29,1.0517,1.358
2237,2237,2008-07-30,1.06,1.3613
2238,2238,2008-07-31,1.0621,1.3624
2239,2239,2008-08-01,1.0733,1.3759
2240,2240,2008-08-04,1.0754,1.3708
2241,2241,2008-08-05,1.0921,1.3780000000000001
2242,2242,2008-08-06,1.1016,1.393
2243,2243,2008-08-07,1.1014,1.3986
2244,2244,2008-08-08,1.1217,1.4184
2245,2245,2008-08-11,1.1275,1.4261
2246,2246,2008-08-12,1.1419,1.4308
2247,2247,2008-08-13,1.1527,1.4353
2248,2248,2008-08-14,1.1482,1.4296
2249,2249,2008-08-15,1.1526,1.4174
2250,2250,2008-08-18,1.1478,1.4037
2251,2251,2008-08-19,1.1481,1.4039
2252,2252,2008-08-20,1.1478,1.4061
2253,2253,2008-08-21,1.1383,1.3922
2254,2254,2008-08-22,1.1509,1.4073
2255,2255,2008-08-25,1.1526,1.4102
2256,2256,2008-08-26,1.1681,1.4351
2257,2257,2008-08-27,1.1692,1.4323
2258,2258,2008-08-28,1.1604,1.4247
2259,2259,2008-08-29,1.1678,1.4304
2261,2261,2008-09-02,1.1962,1.4573
2262,2262,2008-09-03,1.1973,1.4607
2263,2263,2008-09-04,1.2051,1.4719
2264,2264,2008-09-05,1.2335,1.5008
2265,2265,2008-09-08,1.2268,1.4928
2266,2266,2008-09-09,1.2375,1.4883
2267,2267,2008-09-10,1.2444,1.5011
2268,2268,2008-09-11,1.2534,1.5368
2269,2269,2008-09-12,1.224,1.5072
2270,2270,2008-09-15,1.2376,1.5152
2271,2271,2008-09-16,1.2596,1.5188
2272,2272,2008-09-17,1.2770000000000001,1.5291
2273,2273,2008-09-18,1.2517,1.4885
2274,2274,2008-09-19,1.2066,1.4558
2275,2275,2008-09-22,1.1847,1.4411
2276,2276,2008-09-23,1.1926,1.4599
2277,2277,2008-09-24,1.1953,1.4573
2278,2278,2008-09-25,1.1962,1.4631
2279,2279,2008-09-26,1.206,1.4582
2280,2280,2008-09-29,1.2308,1.4745
2281,2281,2008-09-30,1.2652,1.4948
2282,2282,2008-10-01,1.2599,1.4738
2283,2283,2008-10-02,1.287,1.5051
2284,2284,2008-10-03,1.2903,1.5092
2285,2285,2008-10-06,1.4008,1.5964
2286,2286,2008-10-07,1.3858,1.5718
2287,2287,2008-10-08,1.4948,1.662
2288,2288,2008-10-09,1.4255,1.6205
2289,2289,2008-10-10,1.5312,1.6779
2291,2291,2008-10-14,1.4176,1.6008
2292,2292,2008-10-15,1.4635,1.6171
2293,2293,2008-10-16,1.4908,1.6388
2294,2294,2008-10-17,1.4478,1.6252
2295,2295,2008-10-20,1.4349,1.6142
2296,2296,2008-10-21,1.4678,1.6335
2297,2297,2008-10-22,1.493,1.6844
2298,2298,2008-10-23,1.5022,1.6972
2299,2299,2008-10-24,1.6221,1.8054
2300,2300,2008-10-27,1.6466,1.8484
2301,2301,2008-10-28,1.5995,1.8090000000000002
2302,2302,2008-10-29,1.4963,1.7079
2303,2303,2008-10-30,1.4937,1.7015
2304,2304,2008-10-31,1.5211,1.7197
2305,2305,2008-11-03,1.4656,1.6736
2306,2306,2008-11-04,1.4276,1.6327
2307,2307,2008-11-05,1.4343,1.6461
2308,2308,2008-11-06,1.4728,1.6767
2309,2309,2008-11-07,1.4868,1.6955
2310,2310,2008-11-10,1.4804,1.7033
2312,2312,2008-11-12,1.5506,1.7730000000000001
2313,2313,2008-11-13,1.5619999999999998,1.7979
2314,2314,2008-11-14,1.5090000000000001,1.7781
2315,2315,2008-11-17,1.5239,1.7854
2316,2316,2008-11-18,1.5209,1.8018
2317,2317,2008-11-19,1.5382,1.8162
2318,2318,2008-11-20,1.6152,1.8825
2319,2319,2008-11-21,1.599,1.8822
2320,2320,2008-11-24,1.5382,1.8278
2321,2321,2008-11-25,1.5413,1.8285
2322,2322,2008-11-26,1.5456,1.8208
2324,2324,2008-11-28,1.5277,1.8182
2325,2325,2008-12-01,1.5511,1.8674
2326,2326,2008-12-02,1.5521,1.8801
2327,2327,2008-12-03,1.5427,1.8741
2328,2328,2008-12-04,1.5321,1.858
2329,2329,2008-12-05,1.5765,1.9055
2330,2330,2008-12-08,1.5051,1.8352
2331,2331,2008-12-09,1.5152,1.8403
2332,2332,2008-12-10,1.5117,1.8258
2333,2333,2008-12-11,1.4751,1.7995
2334,2334,2008-12-12,1.5198,1.8355
2335,2335,2008-12-15,1.4896,1.7999
2336,2336,2008-12-16,1.476,1.7693
2337,2337,2008-12-17,1.4353,1.6972
2338,2338,2008-12-18,1.4316,1.6846
2339,2339,2008-12-19,1.4693,1.7367
2340,2340,2008-12-22,1.4637,1.7416
2341,2341,2008-12-23,1.4697,1.764
2342,2342,2008-12-24,1.465,1.7406
2344,2344,2008-12-26,1.4676,1.7361
2345,2345,2008-12-29,1.4388,1.7167
2346,2346,2008-12-30,1.4480000000000002,1.7331
2347,2347,2008-12-31,1.432,1.7197
2349,2349,2009-01-02,1.4118,1.7094
2350,2350,2009-01-05,1.3994,1.7007
2351,2351,2009-01-06,1.3914,1.6821
2352,2352,2009-01-07,1.3866,1.665
2353,2353,2009-01-08,1.4142,1.6866
2354,2354,2009-01-09,1.4158,1.6855
2355,2355,2009-01-12,1.4676,1.7280000000000002
2356,2356,2009-01-13,1.4981,1.8106
2357,2357,2009-01-14,1.506,1.8419999999999999
2358,2358,2009-01-15,1.5249,1.885
2359,2359,2009-01-16,1.5015,1.8467
2361,2361,2009-01-20,1.5211,1.8965
2362,2362,2009-01-21,1.5396,1.9175
2363,2363,2009-01-22,1.5281,1.8993
2364,2364,2009-01-23,1.5333,1.8975
2365,2365,2009-01-26,1.5129,1.8847
2366,2366,2009-01-27,1.5147,1.8925
2367,2367,2009-01-28,1.4928,1.8709
2368,2368,2009-01-29,1.5267,1.9376
2369,2369,2009-01-30,1.5674,1.9669999999999999
2370,2370,2009-02-02,1.5823,1.9897
2371,2371,2009-02-03,1.5442,1.9558
2372,2372,2009-02-04,1.5387,1.9543
2373,2373,2009-02-05,1.5293,1.9399
2374,2374,2009-02-06,1.4892,1.8868
2375,2375,2009-02-09,1.4633,1.8376
2376,2376,2009-02-10,1.5177,1.8918
2377,2377,2009-02-11,1.527,1.9011
2378,2378,2009-02-12,1.5368,1.922
2379,2379,2009-02-13,1.5163,1.899
2381,2381,2009-02-17,1.5659,1.9569
2382,2382,2009-02-18,1.5662,1.9581
2383,2383,2009-02-19,1.5504,1.952
2384,2384,2009-02-20,1.5579,1.9708
2385,2385,2009-02-23,1.5489,1.96
2386,2386,2009-02-24,1.5555,1.9612
2387,2387,2009-02-25,1.5442,1.9543
2388,2388,2009-02-26,1.53,1.9558
2389,2389,2009-02-27,1.5579,1.9881
2390,2390,2009-03-02,1.587,2.03
2391,2391,2009-03-03,1.5654,2.0194
2392,2392,2009-03-04,1.5387,1.9763
2393,2393,2009-03-05,1.5605,1.994
2394,2394,2009-03-06,1.5605,1.9837
2395,2395,2009-03-09,1.5845,2.0296
2396,2396,2009-03-10,1.5449,1.9877
2397,2397,2009-03-11,1.5392,1.9747
2398,2398,2009-03-12,1.5449,1.9455
2399,2399,2009-03-13,1.5207,1.9069
2400,2400,2009-03-16,1.5126,1.8797
2401,2401,2009-03-17,1.5172,1.8925
2402,2402,2009-03-18,1.5177,1.8921
2403,2403,2009-03-19,1.4436,1.7832
2404,2404,2009-03-20,1.4509999999999998,1.7841
2405,2405,2009-03-23,1.4298,1.7562
2406,2406,2009-03-24,1.4251,1.7596
2407,2407,2009-03-25,1.4267,1.7581
2408,2408,2009-03-26,1.4241,1.7256
2409,2409,2009-03-27,1.4397,1.7504
2410,2410,2009-03-30,1.4732,1.7797
2411,2411,2009-03-31,1.444,1.7569
2412,2412,2009-04-01,1.4407,1.7746
2413,2413,2009-04-02,1.3949,1.7188
2414,2414,2009-04-03,1.4079,1.7241
2415,2415,2009-04-06,1.4083,1.7033
2416,2416,2009-04-07,1.3966,1.7247
2417,2417,2009-04-08,1.4065,1.7280000000000002
2418,2418,2009-04-09,1.3951,1.7218
2419,2419,2009-04-10,1.391,1.7156
2420,2420,2009-04-13,1.3721,1.6989
2421,2421,2009-04-14,1.3725,1.7074
2422,2422,2009-04-15,1.3835,1.7364
2423,2423,2009-04-16,1.3887,1.7516
2424,2424,2009-04-17,1.3881,1.7624
2425,2425,2009-04-20,1.4245,1.7989
2426,2426,2009-04-21,1.4094,1.7768
2427,2427,2009-04-22,1.4067,1.7889
2428,2428,2009-04-23,1.4075,1.7924
2429,2429,2009-04-24,1.385,1.7476
2430,2430,2009-04-27,1.3972,1.7562
2431,2431,2009-04-28,1.4198,1.7889
2432,2432,2009-04-29,1.3759,1.7364
2433,2433,2009-04-30,1.3667,1.7559
2434,2434,2009-05-01,1.3717,1.7584
2435,2435,2009-05-04,1.3535,1.7422
2436,2436,2009-05-05,1.3448,1.7179
2437,2437,2009-05-06,1.3392,1.7167
2438,2438,2009-05-07,1.3194,1.6773
2439,2439,2009-05-08,1.3142,1.6711
2440,2440,2009-05-11,1.3134,1.6496
2441,2441,2009-05-12,1.3098,1.6556
2442,2442,2009-05-13,1.321,1.6815
2443,2443,2009-05-14,1.3205,1.6824
2444,2444,2009-05-15,1.3287,1.7009999999999998
2445,2445,2009-05-18,1.3165,1.692
2446,2446,2009-05-19,1.2918,1.66
2447,2447,2009-05-20,1.287,1.6407
2448,2448,2009-05-21,1.2915,1.6504
2449,2449,2009-05-22,1.2734,1.609
2451,2451,2009-05-26,1.2752,1.6075
2452,2452,2009-05-27,1.27,1.6051
2453,2453,2009-05-28,1.2721,1.5977
2454,2454,2009-05-29,1.2511,1.5699
2455,2455,2009-06-01,1.2344,1.5363
2456,2456,2009-06-02,1.2204,1.5265
2457,2457,2009-06-03,1.2341,1.5632
2458,2458,2009-06-04,1.2516,1.5835
2459,2459,2009-06-05,1.2481,1.5803
2460,2460,2009-06-08,1.2737,1.6186
2461,2461,2009-06-09,1.2531,1.601
2462,2462,2009-06-10,1.2433,1.5886
2463,2463,2009-06-11,1.2203,1.5492
2464,2464,2009-06-12,1.2297,1.5557
2465,2465,2009-06-15,1.2626,1.5898
2466,2466,2009-06-16,1.25,1.5759999999999998
2467,2467,2009-06-17,1.2679,1.5911
2468,2468,2009-06-18,1.2441,1.5535
2469,2469,2009-06-19,1.2329,1.5442
2470,2470,2009-06-22,1.2665,1.5833
2471,2471,2009-06-23,1.2657,1.5711
2472,2472,2009-06-24,1.2456,1.5482
2473,2473,2009-06-25,1.2516,1.5552
2474,2474,2009-06-26,1.2418,1.5516
2475,2475,2009-06-29,1.2398,1.5375
2476,2476,2009-06-30,1.2415,1.5511
2477,2477,2009-07-01,1.2338,1.5499
2478,2478,2009-07-02,1.2582,1.5886
2479,2479,2009-07-03,1.2522,1.5858
2480,2480,2009-07-06,1.2623,1.587
2481,2481,2009-07-07,1.2558,1.5741
2482,2482,2009-07-08,1.2853,1.6021
2483,2483,2009-07-09,1.2765,1.5865
2484,2484,2009-07-10,1.2902,1.5977
2485,2485,2009-07-13,1.2809,1.5848
2486,2486,2009-07-14,1.2666,1.5741
2487,2487,2009-07-15,1.2436,1.5399
2488,2488,2009-07-16,1.247,1.5516
2489,2489,2009-07-17,1.248,1.5547
2490,2490,2009-07-20,1.2299,1.5265
2491,2491,2009-07-21,1.2311,1.5279
2492,2492,2009-07-22,1.2253,1.5211
2493,2493,2009-07-23,1.2186,1.5119
2494,2494,2009-07-24,1.2252,1.5221
2495,2495,2009-07-27,1.2177,1.5265
2496,2496,2009-07-28,1.2067,1.517
2497,2497,2009-07-29,1.2249,1.5288
2498,2498,2009-07-30,1.2089,1.5312
2499,2499,2009-07-31,1.1992,1.514
2500,2500,2009-08-03,1.1865,1.4963
2501,2501,2009-08-04,1.1874,1.499
2502,2502,2009-08-05,1.1927,1.4877
2503,2503,2009-08-06,1.1909,1.4903
2504,2504,2009-08-07,1.1946,1.4872
2505,2505,2009-08-10,1.1937,1.4802
2506,2506,2009-08-11,1.2054,1.4957
2507,2507,2009-08-12,1.2,1.4869999999999999
2508,2508,2009-08-13,1.1909999999999998,1.4756
2509,2509,2009-08-14,1.2015,1.4758
2510,2510,2009-08-17,1.2145,1.4959
2511,2511,2009-08-18,1.2194,1.4896
2512,2512,2009-08-19,1.2058,1.4819
2513,2513,2009-08-20,1.2037,1.4802
2514,2514,2009-08-21,1.1977,1.4643
2515,2515,2009-08-24,1.1895,1.4526
2516,2516,2009-08-25,1.1888,1.4514
2517,2517,2009-08-26,1.2088,1.4709999999999999
2518,2518,2009-08-27,1.1969,1.4652
2519,2519,2009-08-28,1.1869,1.4558
2520,2520,2009-08-31,1.185,1.4586
2521,2521,2009-09-01,1.2039,1.4719
2522,2522,2009-09-02,1.2015,1.4879
2523,2523,2009-09-03,1.1896,1.4734
2524,2524,2009-09-04,1.1786,1.4573
2526,2526,2009-09-08,1.1579,1.4353
2527,2527,2009-09-09,1.1575,1.4345
2528,2528,2009-09-10,1.1633,1.432
2529,2529,2009-09-11,1.1562,1.4126
2530,2530,2009-09-14,1.1623,1.4286
2531,2531,2009-09-15,1.1624,1.4247
2532,2532,2009-09-16,1.1463,1.4023
2533,2533,2009-09-17,1.1453,1.4059
2534,2534,2009-09-18,1.1537,1.4102
2535,2535,2009-09-21,1.1579,1.4136
2536,2536,2009-09-22,1.1447,1.3852
2537,2537,2009-09-23,1.1465,1.3835
2538,2538,2009-09-24,1.1513,1.3883
2539,2539,2009-09-25,1.1554,1.3951
2540,2540,2009-09-28,1.145,1.3912
2541,2541,2009-09-29,1.1493,1.3998
2542,2542,2009-09-30,1.1333,1.3826
2543,2543,2009-10-01,1.1455,1.3951
2544,2544,2009-10-02,1.1553,1.3957
2545,2545,2009-10-05,1.14,1.3774
2546,2546,2009-10-06,1.1221,1.3578
2547,2547,2009-10-07,1.1264,1.3644
2548,2548,2009-10-08,1.1023,1.3444
2549,2549,2009-10-09,1.1069,1.3656
2551,2551,2009-10-13,1.102,1.3598
2552,2552,2009-10-14,1.0949,1.3557
2553,2553,2009-10-15,1.0865,1.3417
2554,2554,2009-10-16,1.0919,1.3521
2555,2555,2009-10-19,1.0792,1.328
2556,2556,2009-10-20,1.0859,1.3407
2557,2557,2009-10-21,1.0782,1.3221
2558,2558,2009-10-22,1.0842,1.3261
2559,2559,2009-10-23,1.0805,1.3215
2560,2560,2009-10-26,1.087,1.3342
2561,2561,2009-10-27,1.0913,1.3412
2562,2562,2009-10-28,1.1095,1.3665
2563,2563,2009-10-29,1.0937,1.3659
2564,2564,2009-10-30,1.1064,1.3831
2565,2565,2009-11-02,1.101,1.3841
2566,2566,2009-11-03,1.113,1.3931
2567,2567,2009-11-04,1.1005,1.3793
2568,2568,2009-11-05,1.101,1.391
2569,2569,2009-11-06,1.0912,1.3806
2570,2570,2009-11-09,1.0761,1.3488
2571,2571,2009-11-10,1.0778,1.3497
2573,2573,2009-11-12,1.0813,1.3631
2574,2574,2009-11-13,1.074,1.3481
2575,2575,2009-11-16,1.0673,1.3387
2576,2576,2009-11-17,1.0794,1.3459
2577,2577,2009-11-18,1.075,1.3396
2578,2578,2009-11-19,1.0886,1.368
2579,2579,2009-11-20,1.0923,1.3789
2580,2580,2009-11-23,1.0814,1.3619999999999999
2581,2581,2009-11-24,1.0906,1.3816
2582,2582,2009-11-25,1.0774,1.371
2584,2584,2009-11-27,1.1002,1.4059
